,100-F-T2-RE2-C_S87_,10-K-T1-Oli1-B_S12_,11-K-T1-Oli1-C_S23_,12-K-T1-Oli2-A_S34_,13-K-T1-Oli2-B_S44_,14-K-T1-Oli2-C_S55_,15-K-T1-Re1-A_S66_,16-K-T1-Re1-B_S77_,17-K-T1-Re1-C_S3_,18-K-T1-Re2-A_S13_,19-K-T1-Re2-B_S24_,1-K-T0-KO-A_S1_,21-K-T2-KO-A_S45_,22-K-T2-KO-B_S56_,23-K-T2-KO-C_S67_,24-K-T2-Oli1-A_S78_,25-K-T2-Oli1-B_S4_,26-K-T2-Oli1-C_S14_,27-K-T2-Oli2-A_S25_,28-K-T2-Oli2-B_S35_,29-K-T2-Oli2-C_S46_,30-K-T2-Re1-A_S57_,33-K-T2-Re2-A_S68_,34-K-T2-Re2-B_S79_,35-K-T2-Re2-C_S5_,36-K-T3-KO-A_S15_,37-K-T3-KO-B_S26_,38-K-T3-KO-C_S36_,39-K-T3-Oli1-A_S47_,3-K-T0-Re2-A_S22_,40-K-T3-Oli1-B_S58_,41-K-T3-Oli1-C_S69_,42-K-T3-Oli2-A_S80_,43-K-T3-Oli2-B_S6_,44-K-T3-Oli2-C_S16_,45-K-T3-Re1-A_S27_,46-K-T3-Re1-B_S37_,47-K-T3-Re1-C_S48_,48-K-T3-Re2-A_S59_,49-K-T3-Re2-B_S70_,4-K-T0-Oli1-A_S33_,50-K-T3-Re2-C_S81_,51-W-T0-KO-A_S7_,52-W-T0-Re1-A_S17_,53-W-T0-Re2-A_S28_,54-W-T0-Oli1-A_S38_,55-W-T0-Oli2-A_S49_,56-W-T1-KO-A_S60_,57-W-T1-KO-B_S71_,58-W-T1-KO-C_S82_,59-W-T1-Oli1-A_S8_,5-K-T0-Oli2-A_S43_,60-W-T1-Oli1-B_S18_,61-W-T1-Oli1-C_S29_,62-W-T1-Oli2-A_S39_,64-W-T1-Oli2-C_S50_,65-W-T1-Re1-A_S61_,66-W-T1-Re1-B_S72_,67-W-T1-Re1-C_S83_,68-W-T1-Re2-A_S9_,69-W-T1-Re2-B_S19_,6-K-T1-KO-A_S54_,70-W-T1-Re2-C_S30_,71-W-T2-KO-A_S40_,72-W-T2-KO-B_S51_,73-W-T2-KO-C_S62_,74-W-T2-Oli1-A_S73_,75-W-T2-Oli1-B_S84_,76-W-T2-Oli1-C_S10_,77-W-T2-Oli2-A_S20_,78-W-T2-Oli2-B_S31_,79-W-T2-Oli2-C_S41_,7-K-T1-KO-B_S65_,81-W-T2-Re1-B_S52_,82-W-T2-Re1-C_S63_,83-W-T2-Re2-A_S74_,84-W-T2-Re2-B_S85_,85-W-T2-Re2-C_S11_,88-F-T1-KO-A_S21_,89-F-T1-KO-B_S32_,8-K-T1-KO-C_S76_,90-F-T1-KO-C_S42_,91-F-T2-KO-A_S53_,92-F-T2-KO-B_S64_,93-F-T2-KO-C_S75_,94-F-T3-KO-A_S86_,9-K-T1-Oli1-A_S2_
ASV_1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,86,0,0,0,0,0
ASV_1623,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,1,27,0,5,1,0,0
ASV_1624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,5,0,0,0,0,14,34,19,7,0
ASV_1625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1,15,24,4,0,2,10,3,0,0
ASV_1626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,3,3,2,3,3,7,0,0,1,3,12,11,1,0,1,2,2,0,0,4,0,1,1,5,1,4,0,10,1,0,0,0,0
ASV_1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,7,7,7,0,0,0,2,0,2,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0
ASV_1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,14,21,18,13,1,0
ASV_1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,22,10,1,0,0,1,0,0,1,1,3,4,0,0,1,5,2,12,1,1,3,1,2,0,2,3,0,0,1,4,0,0,0,0,0,0,1,0,0
ASV_1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,2,1,3,4,0,0,1,0,0,0,0,1,0,8,6,0,8,7,1,8,0,0,0,0,3,0,0,1,0,3,4,11,2,0,0,5,0,0,0,0,0
ASV_1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,12,21,23,1,1,3,1,0,2,0,0,0,4,0,1,5,2,0,1,0,0,0,0,0
ASV_1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,3,4,0,0,0,1,0,0,0,0,3,6,5,0,0,7,10,19,1,1,1,0,0,0,0,3,0,5,4,6,0,0,0,0,0,0,0,0,0
ASV_1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0,0,0,0,0
ASV_1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,10,12,0,0,0,0,0,2,0,1,2,6,6,0,7,6,6,9,0,1,0,0,1,0,0,0,0,2,1,6,2,0,0,0,0,0,0,0,0
ASV_1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,24,0,0,0,0,0,0,1,2,4,6,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,0,1,3,0,1,0,0,0,0,0,1,3,4,18,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,18,0,8,12,38,0,0,0,0,0,0,0,0,0
ASV_1638,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,2,1,3,2,1,1,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,5,2,0,0,0,0,1,0,0,1,0,0,0,2,19,10,0,3,1,0,0,2,0
ASV_1639,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,22,23,0,0
ASV_1640,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,0,20,5,3,1,1,0
ASV_1641,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,9,7,0,9,2,4,5,34,0
ASV_1642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,2,0,1,0,1,0,6,0,6,9,0,0,0,0,1,0,2,0,5,1,0,2,1,0,3,0,0,0,0,3,0,0,1,5,6,5,0,16,0,1,1,0,0
ASV_1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,4,1,2,1,0,5,5,6,13,0,1,1,0,0,0,0,3,0,2,2,14,3,1,0,4,0,0,0,0,0
ASV_1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,23,17,0,7,1,0,0,0,0
ASV_1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,3,1,0,0,1,1,0,0,0,5,5,1,11,0,6,5,2,7,1,0,2,0,2,0,0,3,0,0,4,17,0,0,0,0,0,1,0,0,0
ASV_1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,0,0
ASV_1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,7,0,0,0,0,0,1,0,0,0,3,2,2,0,0,1,11,10,16,0,0,0,0,0,2,0,2,0,22,0,0,0,0,0
ASV_1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,6,0,7,8,2,7,0,0,0,0,1,0,3,0,3,8,1,4,7,0,1,1,0,4,0,3,2,2,0,1,0,0,0,0,0,1,0
ASV_1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,1,1,0,0,1,3,6,3,7,0,2,4,6,7,0,2,1,1,0,0,0,5,0,5,4,14,0,2,0,1,0,0,0,0,0
ASV_1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,3,0,0,0,1,4,2,0,0,5,16,13,1,0,0,0,0,0,0,3,0,1,2,17,0,2,0,1,0,0,0,0,0
ASV_1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,28,0,17,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,5,9,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0,2,2,1,0,3,8,8,5,0,0
ASV_1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,1,0,8,1,25,1,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,5,0,0
ASV_1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0
ASV_1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,10,16,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,13,9,1,0,0,0,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0
ASV_1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,5,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,13,0,0,0,1,0
ASV_1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,14,0,0,0,0,0
ASV_1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,3,7,3,0,2,1,7,0,10,10,0,1,0,0,0,1,2,0,1,0,0,5,2,4,1,0,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
ASV_1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,2,0,0,0,0,0,0,0,2,2,6,21,13,0,5,1,1,1,0,0
ASV_1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,0,27,0,0,0,0,0
ASV_1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,2,1,0,1,1,1,5,0,1,1,4,0,0,1,13,7,12,0,2,1,5,4,1,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0
ASV_1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,1,3,5,10,7,0,1,2,4,4,2,0,0,0,0,0,0,13,0,4,1,5,3,3,0,6,1,0,2,0,0
ASV_1664,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,3,11,5,0,2,0,0,2,4,0
ASV_1665,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,10,2,47,0
ASV_1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,2,5,4,1,0,1,7,0,6,14,0,0,0,0,0,1,0,0,1,5,4,11,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ASV_1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,1,2,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,8,0,29,0,1,2,0,0
ASV_1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,5,16,14,16,0,0
ASV_1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,1,0,2,5,1,0,0,4,2,1,0,0,1,7,16,19,2,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
ASV_1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,1,1,4,0,3,3,0,0,1,3,2,3,3,3,0,6,1,0,6,0,5,4,27,0,0,0,0,0,0,0,0,0
ASV_1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,14,12,38,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1674,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,9,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,13,9,3,4,1,0
ASV_1675,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,0,0
ASV_1676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,12,0,15,13,8,4,0,0
ASV_1677,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,41,33,0,0,0,1,0,0,0
ASV_1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,3,0,0,0,0,0,2,0,0,0,0,6,6,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,0,25,0,1,0,0,0
ASV_1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,6,0,0,0,1,0,5,5,0,2,3,3,6,1,0,0,1,3,0,0,2,0,1,2,3,0,0,0,0,0,0,0,30,0
ASV_1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,3,8,5,0,0,1,0,4,1,0,0,0,2,2,5,9,5,0,4,0,0,0,0,0
ASV_1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,8,6,49,0
ASV_1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,3,2,0,2,4,16,18,0,0,0,0,0,0,0,0,0,0,1,0,2,5,8,9,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,3,2,1,0,2,1,0,0,1,0,0,0,0,0,0,17,8,21,1,2,1,0,0,0,0,12,0,0,0,4,0,1,0,0,0,0,0,0,0
ASV_1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,3,0,1,0,0,2,0,0,0,0,0,41,0,0,2,5,0,0,0,0,0,0,0,0,0
ASV_1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,5,3,0,6,12,1,2,3,3,1,3,3,0,1,4,0,4,4,3,7,0,1,1,0,3,0,0,1,2,0,0,0,0,0,0,0,2,0
ASV_1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,8,5,5,5,0,2,4,4,15,0,1,0,0,0,0,0,8,0,3,2,5,1,3,0,0,0,1,1,1,0
ASV_1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,13,0,0,0,0,0,0,0,23,0,4,6,21,0,0,0,0,0,1,0,1,0
ASV_1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,4,18,20,24,1,0
ASV_1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,26,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1690,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,10,9,0,2,11,15,10,0,0
